headline,year,date,source,phrase,date_parsed,month,month_year,month_year_parsed
Bugging Hearings Rejected: House Panel Defeats Bid By Patman Hearings Rejected in Watergate Case,1972,1972-10-04 00:00:00,WaPo,watergate,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Full-Scale Bugging Hearings Rejected: Patman's Bid to Widen Watergate Inquiry Defeated 20-15 by Panel BUGGING,1972,1972-10-04T00:00:00.000000000,LAT,watergate,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Bugging Hearings Rejected: House Panel Defeats Bid By Patman Hearings Rejected in Watergate Case,1972,1972-10-04 00:00:00,WaPo,house,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
HOUSE PANEL BARS PRE‐NOV.7 INQUIRY INTO BUGGING CASE,1972,1972-10-04T05:00:00.000000000,NYT,panel,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
HOUSE PANEL BARS PRE‐NOV. 7 INQUIRY INTO BUGGING CASE,1972,1972-10-04T05:00:00.000000000,NYT,panel,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Bugging Hearings Rejected: House Panel Defeats Bid By Patman Hearings Rejected in Watergate Case,1972,1972-10-04 00:00:00,WaPo,panel,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Full-Scale Bugging Hearings Rejected: Patman's Bid to Widen Watergate Inquiry Defeated 20-15 by Panel BUGGING,1972,1972-10-04T00:00:00.000000000,LAT,panel,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
HOUSE PANEL BARS PRE‐NOV.7 INQUIRY INTO BUGGING CASE,1972,1972-10-04T05:00:00.000000000,NYT,inquiry,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
HOUSE PANEL BARS PRE‐NOV. 7 INQUIRY INTO BUGGING CASE,1972,1972-10-04T05:00:00.000000000,NYT,inquiry,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Full-Scale Bugging Hearings Rejected: Patman's Bid to Widen Watergate Inquiry Defeated 20-15 by Panel BUGGING,1972,1972-10-04T00:00:00.000000000,LAT,inquiry,1972-10-04T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Watergate Witness Describes Bugging: Watergate Witness Describes How He Delivered Sealed Logs,1972,1972-10-05 00:00:00,WaPo,watergate,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Gag Put On All in Bug Case: Talk Ban Could Apply to Press And McGovern Public Talk Is Banned On Watergate Case,1972,1972-10-05 00:00:00,WaPo,watergate,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Wiretap Witness Says He Gave Logs to Official: Watergate Participant Tells of Taking Sealed Data to GOP Committee,1972,1972-10-05T00:00:00.000000000,LAT,watergate,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Ban on Watergate Comment Criticized: McGovern and Mansfield Question Judge's Order,1972,1972-10-05T00:00:00.000000000,LAT,watergate,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
An Insider's Account of the Watergate Bugging,1972,1972-10-05T00:00:00.000000000,LAT,watergate,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Wiretap Witness Says He Gave Logs to Official: Watergate Participant Tells of Taking Sealed Data to GOP Committee,1972,1972-10-05T00:00:00.000000000,LAT,says,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Bugging Witness Tells Inside Story on Incident at Watergate: Baldwin Alleges That Before Arrests Memos Were Sent to GOP Committee Official Not Among Seven Indicted Bugging Case Witness Tells Inside Story BUGGING Witness Tells Bugging Story,1972,1972-10-05T00:00:00.000000000,LAT,case,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Bugging Witness Tells Inside Story on Incident at Watergate: Baldwin Alleges That Before Arrests Memos Were Sent to GOP Committee Official Not Among Seven Indicted Bugging Case Witness Tells Inside Story BUGGING Witness Tells Bugging Story,1972,1972-10-05T00:00:00.000000000,LAT,gop,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Wiretap Witness Says He Gave Logs to Official: Watergate Participant Tells of Taking Sealed Data to GOP Committee,1972,1972-10-05T00:00:00.000000000,LAT,gop,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
WATERGATE JUDGE BARS TALK OF CASE,1972,1972-10-05T05:00:00.000000000,NYT,judge,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Gag Put On All in Bug Case: Talk Ban Could Apply to Press And McGovern Public Talk Is Banned On Watergate Case,1972,1972-10-05 00:00:00,WaPo,public,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Gag Put On All in Bug Case: Talk Ban Could Apply to Press And McGovern Public Talk Is Banned On Watergate Case,1972,1972-10-05 00:00:00,WaPo,press,1972-10-05T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"$100,000 Gift to Nixon Campaign Is Traced to Texas Corporation: $100,000 Campaign Gift Traced to Corporation",1972,1972-10-06 00:00:00,WaPo,nixon,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
WATERGATE STORY CITED: NIXON INVOLVED---MRS. WESTWOOD,1972,1972-10-06T00:00:00.000000000,LAT,nixon,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Phone Monitored for 3 Weeks: Witness Says He Took Part in Bugging Watergate Office,1972,1972-10-06 00:00:00,WaPo,watergate,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Congressmen Attack Watergate 'Gag'; Support by U.S. Hinted: WATERGATE 'GAG',1972,1972-10-06T00:00:00.000000000,LAT,watergate,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Phone Monitored for 3 Weeks: Witness Says He Took Part in Bugging Watergate Office,1972,1972-10-06 00:00:00,WaPo,says,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"$100,000 Gift to Nixon Campaign Is Traced to Texas Corporation: $100,000 Campaign Gift Traced to Corporation",1972,1972-10-06 00:00:00,WaPo,campaign,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Free Press Behind Bars,1972,1972-10-06T05:00:00.000000000,NYT,press,1972-10-06T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"'Gag Order' in Watergate Case Limited to Prosecution, Accused: BUGGING CASE",1972,1972-10-07T00:00:00.000000000,LAT,watergate,1972-10-07T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Excerpts From Interview With Man Who Says He Helped in Bugging of Democrats,1972,1972-10-07T05:00:00.000000000,NYT,says,1972-10-07T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"'Gag Order' in Watergate Case Limited to Prosecution, Accused: BUGGING CASE",1972,1972-10-07T00:00:00.000000000,LAT,case,1972-10-07T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Watergate Judge Relaxes Ban on Comment on Case,1972,1972-10-07T05:00:00.000000000,NYT,judge,1972-10-07T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Judge Eases Gag Order in Bugging Case: Judge Amends Ban On Bugging Comment,1972,1972-10-07 00:00:00,WaPo,judge,1972-10-07T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Sen. Ervin Demands Quick Bugging Trial: Speedy Watergate Trial Urged,1972,1972-10-08 00:00:00,WaPo,watergate,1972-10-08T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Sen. Ervin Demands Quick Bugging Trial: Speedy Watergate Trial Urged,1972,1972-10-08 00:00:00,WaPo,trial,1972-10-08T04:00Z,10,Oct 1972,1972-10-01T04:00Z
FBI Finds Nixon Aides Sabotaged Democrats: FBI Finds Nixon Aides Sabotaged Democratic Candidates,1972,1972-10-10 00:00:00,WaPo,nixon,1972-10-10T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"FBI Links Watergate Bugging to GOP Spy Drive, Paper Says",1972,1972-10-10T00:00:00.000000000,LAT,watergate,1972-10-10T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"FBI Links Watergate Bugging to GOP Spy Drive, Paper Says",1972,1972-10-10T00:00:00.000000000,LAT,gop,1972-10-10T04:00Z,10,Oct 1972,1972-10-01T04:00Z
FBI Finds Nixon Aides Sabotaged Democrats: FBI Finds Nixon Aides Sabotaged Democratic Candidates,1972,1972-10-10 00:00:00,WaPo,aides,1972-10-10T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Bids 4 Nixon Aides Testily on Watergate Case,1972,1972-10-11T05:00:00.000000000,NYT,nixon,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Bids 4 Nixon A ides Testify on Watergate Case,1972,1972-10-11T05:00:00.000000000,NYT,nixon,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Bids 4 Nixon Aides Testily on Watergate Case,1972,1972-10-11T05:00:00.000000000,NYT,watergate,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Bids 4 Nixon A ides Testify on Watergate Case,1972,1972-10-11T05:00:00.000000000,NYT,watergate,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"Bugging at Watergate 'Silly,' Connally Says",1972,1972-10-11T00:00:00.000000000,LAT,watergate,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Democrats Step Up Sabotage Charges: Democrats Broaden Sabotage Charges,1972,1972-10-11 00:00:00,WaPo,democrats,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Judge Sirica Refuses to Withdraw In Trial of 7 Charged in Bugging,1972,1972-10-11 00:00:00,WaPo,trial,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Bids 4 Nixon Aides Testily on Watergate Case,1972,1972-10-11T05:00:00.000000000,NYT,aides,1972-10-11T04:00Z,10,Oct 1972,1972-10-01T04:00Z
FBI Hindered at First: Nixon Aides Hindered Bugging Probe,1972,1972-10-12 00:00:00,WaPo,nixon,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Letters to The Times: 'An Insider's Account of Watergate Bugging',1972,1972-10-12T00:00:00.000000000,LAT,watergate,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
3 Defendants in Watergate Case Say They Are Under Surveillance,1972,1972-10-12T00:00:00.000000000,LAT,watergate,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Nixon Aides Snub House Probe Call,1972,1972-10-12 00:00:00,WaPo,house,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
3 Defendants in Watergate Case Say They Are Under Surveillance,1972,1972-10-12T00:00:00.000000000,LAT,case,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Nixon Aides Snub House Probe Call,1972,1972-10-12 00:00:00,WaPo,probe,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
FBI Hindered at First: Nixon Aides Hindered Bugging Probe,1972,1972-10-12 00:00:00,WaPo,aides,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Nixon Aides Snub House Probe Call,1972,1972-10-12 00:00:00,WaPo,aides,1972-10-12T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Lectures Empty Seats As Nixon Aides Fail to Appear,1972,1972-10-13 00:00:00,WaPo,nixon,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"3 GOP Aides Ordered to Florida to Testify: Judge Asks Extradition of Stans, 2 Others on Nixon Panel for Bugging Figure's Trial",1972,1972-10-13T00:00:00.000000000,LAT,nixon,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
TOP REPUBLICANS TOLD TO APPEAR AT WATERGATE TRIAL,1972,1972-10-13T00:00:00.000000000,LAT,watergate,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Aide to Nixon's Campaign Tied to Secret U.S. Data,1972,1972-10-13T05:00:00.000000000,NYT,campaign,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Aide to Nixon's Campaign Tied to Secret U. S. Data,1972,1972-10-13T05:00:00.000000000,NYT,campaign,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"3 GOP Aides Ordered to Florida to Testify: Judge Asks Extradition of Stans, 2 Others on Nixon Panel for Bugging Figure's Trial",1972,1972-10-13T00:00:00.000000000,LAT,panel,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"3 GOP Aides Ordered to Florida to Testify: Judge Asks Extradition of Stans, 2 Others on Nixon Panel for Bugging Figure's Trial",1972,1972-10-13T00:00:00.000000000,LAT,gop,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"3 GOP Aides Ordered to Florida to Testify: Judge Asks Extradition of Stans, 2 Others on Nixon Panel for Bugging Figure's Trial",1972,1972-10-13T00:00:00.000000000,LAT,judge,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Patman Lectures Empty Seats As Nixon Aides Fail to Appear,1972,1972-10-13 00:00:00,WaPo,aides,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"3 GOP Aides Ordered to Florida to Testify: Judge Asks Extradition of Stans, 2 Others on Nixon Panel for Bugging Figure's Trial",1972,1972-10-13T00:00:00.000000000,LAT,aides,1972-10-13T04:00Z,10,Oct 1972,1972-10-01T04:00Z
3 Nixon Moneymen Ordered To Appear at Barker Trial,1972,1972-10-14 00:00:00,WaPo,nixon,1972-10-14T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Key Nixon Aide Named As 'Sabotage' Contact: Close Nixon Aide Called Key Contact in 'Sabotage',1972,1972-10-15 00:00:00,WaPo,nixon,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Kennedy Is Backed on Subpoenas in Watergate Case,1972,1972-10-15T05:00:00.000000000,NYT,watergate,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Kennedy Plans Senate Inquiry Into Bugging: Has Won Panel's Approval to Subpoena Witnesses and Begun Staff Investigation,1972,1972-10-15T00:00:00.000000000,LAT,senate,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Kennedy Plans Senate Inquiry Into Bugging: Has Won Panel's Approval to Subpoena Witnesses and Begun Staff Investigation,1972,1972-10-15T00:00:00.000000000,LAT,inquiry,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Nixon Aide Is Called a ‘Contact’ for Political Spying,1972,1972-10-15T05:00:00.000000000,NYT,political,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Nixon Aide Is Called a ‘Contact’ for Political Spying,1972,1972-10-15T05:00:00.000000000,NYT,aide,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Key Nixon Aide Named As 'Sabotage' Contact: Close Nixon Aide Called Key Contact in 'Sabotage',1972,1972-10-15 00:00:00,WaPo,aide,1972-10-15T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Lawyer for Nixon Said to Have Used GOP's Spy Fund: Nixon Lawyer Said to Use Spy Fund,1972,1972-10-16 00:00:00,WaPo,nixon,1972-10-16T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Nation: Sweet and Sour Political Rhetoric,1972,1972-10-16T00:00:00.000000000,Time,political,1972-10-16T04:00Z,10,Oct 1972,1972-10-01T04:00Z
3 Aides of Nixon Denounce Disruption‐Tactic Charges,1972,1972-10-17T05:00:00.000000000,NYT,nixon,1972-10-17T04:00Z,10,Oct 1972,1972-10-01T04:00Z
3 Aides of Nixon Denounce Disruption‐Tactic Charges,1972,1972-10-17T05:00:00.000000000,NYT,aides,1972-10-17T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Sirica Sets Watergate Trial Nov. 15: Judge Orders Watergate Trial to Start Nov. 35,1972,1972-10-18 00:00:00,WaPo,watergate,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Segretti Is Linked to Calls To White House in Spring,1972,1972-10-18T05:00:00.000000000,NYT,house,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Segretti Is Linked to Calls To White House in Spring,1972,1972-10-18T05:00:00.000000000,NYT,white,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Segretti Is Linked to Calls To White House in Spring,1972,1972-10-18T05:00:00.000000000,NYT,white house,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Sirica Sets Watergate Trial Nov. 15: Judge Orders Watergate Trial to Start Nov. 35,1972,1972-10-18 00:00:00,WaPo,trial,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Sirica Sets Watergate Trial Nov. 15: Judge Orders Watergate Trial to Start Nov. 35,1972,1972-10-18 00:00:00,WaPo,judge,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
A Ticker Tape Party,1972,1972-10-18 00:00:00,WaPo,tape,1972-10-18T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Shriver Hits Nixon On Silence,1972,1972-10-19 00:00:00,WaPo,nixon,1972-10-19T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Apathy on Watergate Puzzles McGovern,1972,1972-10-19 00:00:00,WaPo,watergate,1972-10-19T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"Bugging, Fund Charges Leave Public Apathetic",1972,1972-10-19 00:00:00,WaPo,public,1972-10-19T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Bug Figure Asked About Nixon Aide: Bug Witness Quizzed About Key Nixon Aide,1972,1972-10-21 00:00:00,WaPo,nixon,1972-10-21T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Democrats Lead Poll At Watergate Complex,1972,1972-10-22T05:00:00.000000000,NYT,watergate,1972-10-22T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Agnew Is Confident Of President's View In Watergate Case,1972,1972-10-22T05:00:00.000000000,NYT,watergate,1972-10-22T04:00Z,10,Oct 1972,1972-10-01T04:00Z
RABBIS ARE SHOCKED BY POLITICAL MORALS,1972,1972-10-22T05:00:00.000000000,NYT,political,1972-10-22T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Wide Political Spying Charges Involve GOP Figures,1972,1972-10-22 00:00:00,WaPo,political,1972-10-22T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Wide Political Spying Charges Involve GOP Figures,1972,1972-10-22 00:00:00,WaPo,gop,1972-10-22T04:00Z,10,Oct 1972,1972-10-01T04:00Z
U.S. Censorship Plan Bared: Secret Censorship Plan Is Linked to Watergate Figure,1972,1972-10-23 00:00:00,WaPo,watergate,1972-10-23T04:00Z,10,Oct 1972,1972-10-01T04:00Z
INVESTIGATIONS: More Fumes from the Watergate Affair,1972,1972-10-23T00:00:00.000000000,Time,watergate,1972-10-23T04:00Z,10,Oct 1972,1972-10-01T04:00Z
McGovern Replies To Question Posed By the White House,1972,1972-10-23T05:00:00.000000000,NYT,white,1972-10-23T04:00Z,10,Oct 1972,1972-10-01T04:00Z
McCord Role in Censor Unit to Be Probed,1972,1972-10-23T00:00:00.000000000,LAT,role,1972-10-23T04:00Z,10,Oct 1972,1972-10-01T04:00Z
CBS Says Bug Probe Reopened,1972,1972-10-24 00:00:00,WaPo,says,1972-10-24T04:00Z,10,Oct 1972,1972-10-01T04:00Z
CBS Says Bug Probe Reopened,1972,1972-10-24 00:00:00,WaPo,probe,1972-10-24T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Testimony Ties Top Nixon Aide To Secret Fund: Testimony Links Chief Nixon Aide to Secret Funds,1972,1972-10-25 00:00:00,WaPo,nixon,1972-10-25T04:00Z,10,Oct 1972,1972-10-01T04:00Z
The Watergate Enigma,1972,1972-10-25 00:00:00,WaPo,watergate,1972-10-25T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Testimony Ties Top Nixon Aide To Secret Fund: Testimony Links Chief Nixon Aide to Secret Funds,1972,1972-10-25 00:00:00,WaPo,aide,1972-10-25T04:00Z,10,Oct 1972,1972-10-01T04:00Z
McGovern Says He Hopes Nixon View Is Confirmed,1972,1972-10-27T05:00:00.000000000,NYT,nixon,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
MacGregor Says Nixon Campaign Had Special Fund for Intelligence,1972,1972-10-27T00:00:00.000000000,LAT,nixon,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Thurmond Wants Facts On Watergate Revealed,1972,1972-10-27 00:00:00,WaPo,watergate,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Judge Orders Watergate Cae Figure's Trial: Will Let Florida Proceed Against Suspect Arrested Inside Democratic Offices,1972,1972-10-27T00:00:00.000000000,LAT,watergate,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
McGovern Says He Hopes Nixon View Is Confirmed,1972,1972-10-27T05:00:00.000000000,NYT,says,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
MacGregor Says Nixon Campaign Had Special Fund for Intelligence,1972,1972-10-27T00:00:00.000000000,LAT,says,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
MacGregor Says Nixon Campaign Had Special Fund for Intelligence,1972,1972-10-27T00:00:00.000000000,LAT,campaign,1972-10-27T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Watergate Data Subpoenaed: Watergate Data Subpoenaed,1972,1972-10-28 00:00:00,WaPo,watergate,1972-10-28T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"Two in Bugging Case Linked to Nader Suit: Hunt, Caddy Named as Heads of Conduits for Milk Groups' Alleged Campaign Gifts",1972,1972-10-28T00:00:00.000000000,LAT,case,1972-10-28T04:00Z,10,Oct 1972,1972-10-01T04:00Z
"Two in Bugging Case Linked to Nader Suit: Hunt, Caddy Named as Heads of Conduits for Milk Groups' Alleged Campaign Gifts",1972,1972-10-28T00:00:00.000000000,LAT,campaign,1972-10-28T04:00Z,10,Oct 1972,1972-10-01T04:00Z
COMMUNITY LEADERS A SK NIXON RESPONSE,1972,1972-10-29T05:00:00.000000000,NYT,nixon,1972-10-29T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Two West Coast Students Say They Helped Segretti Obtain Political Information,1972,1972-10-29T05:00:00.000000000,NYT,political,1972-10-29T04:00Z,10,Oct 1972,1972-10-01T04:00Z
Treachery in California: An Accepted Fact of Political Life,1972,1972-10-29T00:00:00.000000000,LAT,political,1972-10-29T04:00Z,10,Oct 1972,1972-10-01T04:00Z
More Comments on the Watergate Case: What About Your Phone?,1972,1972-10-30 00:00:00,WaPo,watergate,1972-10-30T05:00Z,10,Oct 1972,1972-10-01T04:00Z
Watergate Case Reviewed: the Allegations and Denials,1972,1972-10-30T00:00:00.000000000,LAT,case,1972-10-30T05:00Z,10,Oct 1972,1972-10-01T04:00Z
Mansfield Asserts Senate Must Investigate Watergate,1972,1972-10-30T05:00:00.000000000,NYT,senate,1972-10-30T05:00Z,10,Oct 1972,1972-10-01T04:00Z
M'GOVERN ASSAILS NIXON AS ELUSIVE,1972,1972-10-31T05:00:00.000000000,NYT,nixon,1972-10-31T05:00Z,10,Oct 1972,1972-10-01T04:00Z
The Watergate Mystery,1972,1972-11-01T05:00:00.000000000,NYT,watergate,1972-11-01T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Poll at Watergate Favors McGovern,1972,1972-11-01 00:00:00,WaPo,watergate,1972-11-01T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Watergate Defendant Convicted of Misusing Notary Public Seal,1972,1972-11-01T00:00:00.000000000,LAT,public,1972-11-01T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Ervin Asks Nixon Talk on Watergate,1972,1972-11-02 00:00:00,WaPo,nixon,1972-11-02T05:00Z,11,Nov 1972,1972-11-01T05:00Z
"Barker, a Watergate Defendant, Convicted of False Notarization",1972,1972-11-02T05:00:00.000000000,NYT,watergate,1972-11-02T05:00Z,11,Nov 1972,1972-11-01T05:00Z
The President and Watergate,1972,1972-11-02T00:00:00.000000000,LAT,president,1972-11-02T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Watergate Figure A Nixon Donor,1972,1972-11-03 00:00:00,WaPo,nixon,1972-11-03T05:00Z,11,Nov 1972,1972-11-01T05:00Z
McGovern's Failure to Arouse Public Over Watergate Scandal,1972,1972-11-03T00:00:00.000000000,LAT,watergate,1972-11-03T05:00Z,11,Nov 1972,1972-11-01T05:00Z
McGovern's Failure to Arouse Public Over Watergate Scandal,1972,1972-11-03T00:00:00.000000000,LAT,public,1972-11-03T05:00Z,11,Nov 1972,1972-11-01T05:00Z
THE FBI: Political Orders,1972,1972-11-06T00:00:00.000000000,Time,political,1972-11-06T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Barker Is Denied Request For a New Trial in Florida,1972,1972-11-08T05:00:00.000000000,NYT,trial,1972-11-08T05:00Z,11,Nov 1972,1972-11-01T05:00Z
On the Watergate And the Returns,1972,1972-11-09 00:00:00,WaPo,watergate,1972-11-09T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Colson Blasts Post Watergate Reports,1972,1972-11-12 00:00:00,WaPo,watergate,1972-11-12T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Excerpts From. McGovern Interview on Election Reaction,1972,1972-11-14T05:00:00.000000000,NYT,election,1972-11-14T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Nixon Should Probe Watergate,1972,1972-11-18 00:00:00,WaPo,probe,1972-11-18T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Watergate Case Defendant Drops 2‐Million Florida Suit,1972,1972-11-21T05:00:00.000000000,NYT,case,1972-11-21T05:00Z,11,Nov 1972,1972-11-01T05:00Z
NIXON GAIN FOUND FROM HIS TV ADS,1972,1972-11-26T05:00:00.000000000,NYT,tv,1972-11-26T05:00Z,11,Nov 1972,1972-11-01T05:00Z
Kennedy Panel Summons Watergate Figure,1972,1972-12-01 00:00:00,WaPo,watergate,1972-12-01T05:00Z,12,Dec 1972,1972-12-01T05:00Z
